Category,Month,Registrations,Year
ISHWAR FARMLINE EQUIPMENTS PRIVATE LIMITED,JUN,50,2023
ISHWAR FARMLINE EQUIPMENTS PVT LTD,JUN,16,2023
ISUKII GREENS PVT LTD,JUN,3,2023
ISUZU MOTORS INDIA PVT LTD,JUN,150,2023
IVOOMI INNOVATION PVT LTD,JUN,188,2023
IZANAU ELECTRIC LLP,JUN,7,2023
JADE KOREA SPINE LIFE,JUN,9,2023
JADHAV AGRO INDUSTRIES PVT. LTD.,JUN,1,2023
JAGADAMBA TRAILER,JUN,0,2023
"JAGANATH AGRL IMPLEMENTS,BOUDH",JUN,0,2023
JAGDAMBA TRAILERS PVT LTD,JUN,0,2023
JAGDISH ENGINEERING WORKSHOP,JUN,0,2023
JAGMOHAN ALLIED AUTO IND.PVT.LTD.     ,JUN,0,2023
JAGRUTI MOTORS LTD.,JUN,0,2023
JAGUAR LAND ROVER INDIA LIMITED,JUN,302,2023
JAI AMBE FABRICATION & ENGINEERING WORK,JUN,0,2023
JAI BHAVANI ENGINEERING  WORKS,JUN,8,2023
JAIDKA POWER SYSTEMS PVT LTD,JUN,16,2023
JAIN POWER CORP,JUN,14,2023
JAISIK BUSINESS LINKS PVT LTD,JUN,61,2023
JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,JUN,21,2023
JAJODIA COMMODITIES PVT LTD,JUN,84,2023
JAL ENTERPRISES,JUN,3,2023
JANTA AGRICULTURE WORKS,JUN,0,2023
JAYADRI STEEL INDUSTRIES,JUN,0,2023
JAY AGRO INDUSTRIES,JUN,3,2023
JAY BHAVANI TRAILOR,JUN,2,2023
JAYDEV ENTERPRISE,JUN,0,2023
JAY JANARDAN TRAILOR,JUN,1,2023
JAY JANARDHAN A.T EQUIPMENTS,JUN,1,2023
JBM AUTO LIMITED,JUN,0,2023
J.C. BAMFORD EXCAVATORS LIMITED,JUN,0,2023
JCB INDIA LIMITED,JUN,2487,2023
JCB INDIA LTD,JUN,38,2023
JEET AGRO INDUSTRIES,JUN,2,2023
JESSUN TECHNO PVT LTD,JUN,28,2023
JIANGSU AIMA (IMPORTER: FUTURE EV),JUN,0,2023
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),JUN,66,2023
JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),JUN,0,2023
JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),JUN,0,2023
JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),JUN,0,2023
JIANGSU DALONG (IMPORTER: SABOO TOR),JUN,0,2023
JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),JUN,2,2023
JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),JUN,0,2023
JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),JUN,4,2023
JIANGSU JINPENG (IMPORTER: KKL HITECH EV),JUN,0,2023
JIANGSU SUNHOU (IMPORTER: SABOO TOR),JUN,0,2023
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),JUN,10,2023
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),JUN,0,2023
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),JUN,39,2023
JITENDRA NEW EV-TECH PVT. LTD,JUN,45,2023
JITENDRA TEMPO PARTS,JUN,60,2023
JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,JUN,2,2023
J K AGRO INDUSTRIES,JUN,21,2023
J K AMO-PAPERS & CO,JUN,0,2023
JMSSP AGRO INDUSTRIES PVT LTD,JUN,0,2023
JMT VEHICLES PVT LTD,JUN,44,2023
JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),JUN,8,2023
JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),JUN,8365,2023
JOYRAM STEEL FABRICATION WORKS,JUN,0,2023
J P AUTO TECH,JUN,4,2023
J S AGRO INDUSTRIES,JUN,47,2023
J. S. AGRO INDUSTRIES,JUN,1,2023
J. S. AUTO (P) LTD,JUN,984,2023
J S MOBILEON PVT LTD,JUN,0,2023
JS MOBILEON PVT LTD,JUN,64,2023
JSW MG MOTOR INDIA PVT LTD,JUN,4461,2023
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),JUN,4,2023
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),JUN,15,2023
JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),JUN,0,2023
KABIRA MOBILITY LLP,JUN,14,2023
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,JUN,36,2023
KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,JUN,0,2023
KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),JUN,0,2023
KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),JUN,1,2023
KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),JUN,0,2023
KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),JUN,0,2023
KALIKA VAHAN PVT LTD,JUN,0,2023
"KALINGA AGRO INDUSTRIES ,PIPILI,PURI.",JUN,1,2023
KALINGA ENGINEERING,JUN,0,2023
KALINGA VENTURES INDIA PVT LTD,JUN,1,2023
KALMER INDUSTRIES,JUN,0,2023
KALPVRIKSH ELECTOMOBILES CO,JUN,7,2023
KALYANI AGRO IMPLIMENTS,JUN,0,2023
KAMAZ INDUSTRIES,JUN,12,2023
KAPTECH INDIA PVT LTD,JUN,158,2023
KARBRO AGRO TECH,JUN,1,2023
KARMA MECHANICAL WORKS,JUN,19,2023
KARTAR AGRO INDUSTRIES PVT LTD,JUN,576,2023
KARTAR TRACTORS PRIVATE LIMITED,JUN,23,2023
KAWASAKI HEAVY INDUSTRIES LTD,JUN,0,2023
KCAS ELECTRIC VEHICLES PVT LTD,JUN,25,2023
K D AGRO INDUSTRIES,JUN,8,2023
KERALA AUTOMOBILES LIMITED,JUN,5,2023
KETO MOTORS PVT LTD,JUN,0,2023
KGN,JUN,29,2023
KGN INDUSTRIES,JUN,31,2023
"KHAGESWAR AUTO BUILD WORKS,HALADIAPADAR,BERHAMPUR,GANJAM",JUN,0,2023
KHALSA  AGRO INDUSTRIES,JUN,0,2023
KHALSAE-VEHICLES PVT LTD,JUN,692,2023
KHAN ENGINEERING WORKS,JUN,1,2023
KHUSHI AGRO ENGINEERING,JUN,1,2023
KIA INDIA PRIVATE LIMITED,JUN,17138,2023
KIA MOTORS CORPN,JUN,1,2023
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,JUN,571,2023
KINETIC GREEN ENERGY P SOL LTD,JUN,4,2023
KINETIC MOTOR COMPANY LIMITED,JUN,0,2023
KION INDIA PVT LTD,JUN,50,2023
KIRAN AUTOMOBILE INDUSTRY,JUN,9,2023
KIRTI SOLAR LTD,JUN,10,2023
KISAN ENGINEERING,JUN,1,2023
KISAN ENGINEERING WORKS,JUN,3,2023
KISSAN AGRO INDUSTRIES,JUN,6,2023
KLB KOMAKI PVT LTD,JUN,362,2023
KOBELCO LTD.,JUN,0,2023
KOMATSU LTD JAPAN,JUN,1,2023
KPT INDUSTRIES LTD,JUN,0,2023
KPT MOTORS,JUN,1,2023
KRISHNA AGRO ENGI,JUN,0,2023
KRISHNA ENGINEERING WORKS,JUN,70,2023
KRISHNA INDUSTRIES,JUN,0,2023
KRISHNA VEHICALS,JUN,37,2023
KRUP P,JUN,1,2023
KRUSHNA AGRO ENGINEERING WORKS,JUN,0,2023
K S AGRICULTURAL  INDUSTRIES,JUN,1,2023
K.S. AGRICULTURAL INDUSTRIES PVT. LTD,JUN,83,2023
K.S. AGROTECH  PVT LTD,JUN,3,2023
K T ENTERPRISES,JUN,10,2023
KTM MOTORRAD AG,JUN,0,2023
KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,JUN,1730,2023
KUKU AUTOMOTIVES,JUN,64,2023
KULAR AGRO WORKS,JUN,10,2023
KUMARAN ENGINEERING ENTERPRISES,JUN,33,2023
KUMAR ENGINEERING,JUN,216,2023
KUSHAL AGRO IND,JUN,9,2023
K. V. INDUSTRIES,JUN,9,2023
KYTE ENERGY PVT. LTD.,JUN,18,2023
LAKSHMI AUTO TRADERS,JUN,1,2023
LAKSHMI MOTORS,JUN,1,2023
LAKSHYA AUTO SALES CORPORATION,JUN,21,2023
LAKSHYA MOTORS,JUN,0,2023
LAL AGRO INDUSTRIES,JUN,1,2023
LAL CHAND AGRICULTURE WORKS,JUN,6,2023
LAWAT MOTORS,JUN,1,2023
LAWAT MOTORS LLP,JUN,51,2023
LAXMI ENGINEERING WORKS,JUN,0,2023
LAXMI ENGINEERING WORKSHOP,JUN,0,2023
"LAXMI GOBINDA AGRO IND,BLS",JUN,1,2023
L B AGRO PRODUCTS,JUN,0,2023
LECTRIX E VEHICLES PVT LTD,JUN,615,2023
LEEBOY INDIA CONSTRUCTION EQUIPMENT PVT.LTD.,JUN,1,2023
LEOPAN MOTORS PRIVATE LIMITED,JUN,0,2023
LEXUS MOTORS LTD,JUN,0,2023
LIEBHERR,JUN,5,2023
LIEBHERR INDIA PVT LTD,JUN,0,2023
LI-IONS ELEKTRIK SOLUTIONS PVT LTD,JUN,0,2023
LINDE,JUN,0,2023
LIUGONG INDIA PVT. LTD,JUN,81,2023
LIUGONG IND PVT LTD,JUN,0,2023
LML LIMITED,JUN,0,2023
LOCAL TRAILER MANUFACTURER,JUN,3890,2023
LOHIA AUTO INDUSTRIES,JUN,139,2023
LOHIA AUTO INDUSTRIES LTD.,JUN,0,2023
LORDS VEHICLE MFG PVT LTD,JUN,18,2023
LOTAY AGRO TECH,JUN,11,2023
LOTEY AGRICULTURE WORKS,JUN,13,2023
LOTEY INDUSTRY,JUN,0,2023
LOVEJEET AGRO INDUSTRY,JUN,12,2023
L & T CASE EQUIPMENT PVT LTD,JUN,2,2023
L&T CONSTRUCTION EQUIPMENT LIMITED,JUN,45,2023
LUCKY INDUSTRIES,JUN,5,2023
M2GO ELECTRIC VEHICLE PVT LTD,JUN,0,2023
MAA ADISHAKTI ENGINEERING,JUN,0,2023
MAAA MANASA TRAILOR WORKS,JUN,1,2023
MAA ENGINEERING TRAILOR,JUN,11,2023
MAA KALPANA ENTERPRISE,JUN,6,2023
MAA LUXMI E-VEHICLES PVT. LTD.,JUN,0,2023
"MAA MANGALA ENTERPRISES,SNG",JUN,1,2023
"MAA MANGALA MOTORS & ENGG,RKL",JUN,0,2023
MAA SHAKTI EXIM PVT LTD,JUN,198,2023
MAA TARINI ENGINEERING,JUN,0,2023
MAC AUTO INDIA,JUN,70,2023
MACHINE WORKS,JUN,0,2023
MAC INTERNATIONAL (IMPORTER:HONESTY),JUN,0,2023
MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),JUN,0,2023
MACNEILL ENGINEERING LIMITED,JUN,0,2023
MACONS EQUIPMENTS PVT LTD,JUN,0,2023
MADHO AGRO INDUSTRY,JUN,0,2023
MADHU AUTOMOBILES LTD,JUN,4,2023
"MADHUSUDAN ENG.WORKS,NIMAPADA",JUN,0,2023
MAHABIR INDUSTRIES,JUN,1,2023
MAHALAXMI ENGINEERING WORKS,JUN,1,2023
MAHAVIR AGRO EQUIPMENTS,JUN,0,2023
MAHAVIR TRACTOR AND IMPLEMENTS,JUN,0,2023
MAHI ENTERPRISES,JUN,8,2023
MAHINDRA DEFENCE SYSTEMS LTD,JUN,5,2023
MAHINDRA ELECTRIC MOBILITY LIMITED,JUN,73,2023
MAHINDRA GUJARAT TRACTOR LIMITED,JUN,0,2023
MAHINDRA LAST MILE MOBILITY LTD,JUN,0,2023
MAHINDRA & MAHINDRA LIMITED,JUN,53882,2023
MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),JUN,15994,2023
MAHINDRA & MAHINDRA LIMITED (TRACTOR),JUN,21645,2023
MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,JUN,9,2023
MAHINDRA TWO WHEELERS LTD,JUN,0,2023
MAHTAB BODY MAKER,JUN,79,2023
MALAK TECHNO PVT LTD,JUN,4,2023
MALI ENTERPRISES PVT LTD,JUN,0,2023
MALIK ENGINEERING WORKS,JUN,2,2023
MALKIT AGRO INDUSTRIES,JUN,1,2023
MALKIT AGRO TECH PVT. LTD,JUN,274,2023
MANDAL ENGINEERING WORKSHOP,JUN,0,2023
MANIRAM ELECTRIC VEHICLE PVT LTD,JUN,12,2023
MANISH EV INTERNATIONAL PRIVATE LIMITED,JUN,29,2023
MANITA CITY MOTORS LLP,JUN,146,2023
MANITOU EQUIPMENT INDIA PVT LTD,JUN,44,2023
MANITOWOC INDIA LIMITED,JUN,0,2023
MANKU AGRO TECH PVT LTD,JUN,560,2023
MANKU AGRO TECH. PVT. LTD.,JUN,8,2023
MANMOHAN KAUR,JUN,0,2023
MANPREET AGRO INDUSTIRES NABHA,JUN,1,2023
MANPREET AGRO INDUSTRIES,JUN,2,2023
MARATHWADA QUALITY TRAILER,JUN,3,2023
MARINE NAVAIDS & SOLAR AUTO PVT LTD,JUN,0,2023
MARKUS,JUN,1,2023
MARSHAL TRACTOR & FARM EQUIPMENTS,JUN,0,2023
MARTHWADA TRALIOR,JUN,2,2023
MARUTHISAN PVT LTD,JUN,7,2023
MARUTI INDUSTRIES,JUN,0,2023
MARUTI SUZUKI INDIA LTD,JUN,126269,2023
MARUTI UDYOG LTD,JUN,24,2023
MASERATI S.P.A,JUN,3,2023
MASSEY FERGUSON LTD,JUN,5,2023
MATHAROO BROTHERS AGRO TECH PVT LTD,JUN,6,2023
MATHARU ENGINEERING AGRI WORKS,JUN,18,2023
MATHARU ENGINEERING WORKS,JUN,3,2023
MAULIRAJ INDUSTRIES LLP,JUN,1,2023
"MAYUR ENTERPRISES,BARIPADA",JUN,5,2023
MB AGRO INDUSTRIES,JUN,7,2023
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),JUN,3,2023
MECPOWER MOBILITY PVT. LTD.,JUN,0,2023
MEERA AUTO IND,JUN,0,2023
MEGH RAJ GOYAL & COMPANY,JUN,0,2023
MEHER FABRIC WORKS,JUN,1,2023
MEHER TRAILERS PVT LTD,JUN,0,2023
MERCEDES -BENZ AG,JUN,88,2023
MERCEDES-BENZ INDIA PVT LTD,JUN,981,2023
MEW ELECTRICALS LIMITED,JUN,15,2023
M G INDUSTRIES,JUN,14,2023
M H AGRICULTURE WORKS,JUN,13,2023
MIC INDUSTRIES INC,JUN,0,2023
MICROAUTOTECH PVT. LTD.,JUN,0,2023
MILLENNIAL MOTORS LLP,JUN,0,2023
MINI METRO,JUN,2,2023
MINI METRO EV L.L.P,JUN,1504,2023
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),JUN,9,2023
MIRAKLE 5 AUTOMOBILES PVT LTD,JUN,5,2023
MITSUBISHI MOTORS CORPORATION,JUN,0,2023
M K BROTHERS,JUN,0,2023
M.K. ENTERPRISES,JUN,72,2023
MLR AUTO LTD,JUN,91,2023
MODERN  AGRO  INDUSTRIES,JUN,0,2023
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),JUN,0,2023
MOHAN GENERAL TRADING COMPANY,JUN,6,2023
MOHINDRA ENGINEERING WORKS,JUN,8,2023
MONDAL TRADING,JUN,1,2023
MOON AGRICULTURE & FABRICATION WORKS,JUN,2,2023
MOTOROYALE KINETIC PRIVATE LIMITED,JUN,0,2023
MOVE STONE SERVICES PVT LTD,JUN,191,2023
M S AGRO INDUSTRIES,JUN,25,2023
"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",JUN,9,2023
M/S ASHOKA INDUSTRIES,JUN,0,2023
M/S BHARAT TRAILERS,JUN,12,2023
"M/S CHUDHURY ENGG. WORKS,BAMRA,SAMBALPUR",JUN,0,2023
M/S DAS ENGINEERING WORKSHOP,JUN,0,2023
"M/S FARMAX EQUIPMENTS, SAMBALPUR",JUN,0,2023
M/S HARITKRANTI AGRO UDYOG,JUN,0,2023
M/S HOTA AGRO (TRAILER),JUN,0,2023
M/S JAVED STEEL INDUSTRIES,JUN,0,2023
M/S KASTKAR AGRO INDUSTRIES,JUN,7,2023
M/S KISHAN TRACTOR,JUN,0,2023
M/S K K AGRO INDUSTRIES,JUN,1,2023
M/S LAKSHMI ENGINEERING WORKS,JUN,1,2023
M/S LOHIYA AGRO INDUSTRIES,JUN,0,2023
M/S MAA MANGALA INDUSTRIES,JUN,1,2023
M/S MAA MOTORS WORKS,JUN,4,2023
M/S MAA MOTORS WORKSHOP,JUN,2,2023
M/S NANDI ENGINEERING WORKS,JUN,0,2023
M/S NATIONAL STEEL AND WIRE PRODUCTS SAMBALPUR,JUN,0,2023
M/S NELATARA FABRICATION,JUN,0,2023
M/S NEW SHETKARI ENGINEERING WORK,JUN,2,2023
M/S NEW SHIV SHAKTI TRAILORS,JUN,0,2023
"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",JUN,0,2023
M/S POWER TECH TECHNOLOGY,JUN,1,2023
M/S PRADHAN AGRO ENGINEERING,JUN,0,2023
M/S RAM AGRO MACHINARY,JUN,3,2023
M/S R.K. ENGINEERING WORKS,JUN,0,2023
M/S SAI AUTO ENGINEERING WORKS,JUN,0,2023
M/S. SANJUKTA AGRO MART,JUN,0,2023
M/S SARANGI MOTROS,JUN,13,2023
M/S SARMA ENGINEERING WORKS,JUN,2,2023
M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,JUN,68,2023
M/S-SHRADHA INDUSTRIES,JUN,1,2023
M/S SHREE SHYAM AGRO PRODUCTS,JUN,1,2023
M/S SHRI DATTA WELDING WORKS,JUN,0,2023
M/S SHRIRAM AUTO TECH PVT LTD,JUN,318,2023
"M/S.SOURAV ENTERPRISES,BHAWANIPATNA",JUN,0,2023
M/S S.S. AGRO INDUSTRIES,JUN,0,2023
"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",JUN,4,2023
M/S SUPERIOR MANUFACTURING COMPANY,JUN,2,2023
"M/S. VENKAT ENGINEERING WORKS, JAIPATNA",JUN,0,2023
M/S VISHNU CLEAN ENERGY VEHICLES LLP,JUN,0,2023
M/S YOGIRAJ ENGINEERING COMPANY,JUN,0,2023
MUNDE MECHANICAL WORKS,JUN,11,2023
MYTRAH MOBILITY PVT LTD,JUN,10,2023
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,JUN,425,2023
NABHKIRAN AGRO INDUSTRIES,JUN,4,2023
NABINA WELDING,JUN,0,2023
"NAIK TROLLEY AND IMPL,SNG",JUN,199,2023
"NAIK TROLLEY&IMPLS,BHEDABAHAL",JUN,1,2023
NAMAH INDUSTRIES PVT LTD,JUN,0,2023
NAND ELECTRIC MOTOR VEHICLE PVT LTD,JUN,0,2023
NARAINDASS AND SONS,JUN,0,2023
NARINDERA AGRO WORKS,JUN,11,2023
NARMADA INDUSTRIES,JUN,1,2023
NATIONAL ENGG WORKS,JUN,0,2023
NAVDURGA TRAILERS,JUN,0,2023
NAZAR SINGH & SONS,JUN,14,2023
NDS ECO MOTORS PVT LTD,JUN,1,2023
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,JUN,33,2023
NEELAM CYCLE,JUN,2,2023
NEELKANTH FABRICATORS PVT LTD,JUN,0,2023
NEERAJ AGRO INDUSTRIES,JUN,2,2023
NEUON MOTORS LLP,JUN,4,2023
NEW ARCANA INDIA,JUN,133,2023
NEW DEVE AGRO WORKS,JUN,17,2023
NEW DURGA ENGINEERING,JUN,0,2023
NEW FRIENDS INDUSTRIES,JUN,3,2023
NEW GAHIR AGRO INDUSTRIES,JUN,22,2023
NEW GOBIND AGRO INDUSTRIES,JUN,14,2023
NEW GOLDEN AGRICULTURE,JUN,0,2023
NEW GURDIAL AGRO INDUSTRIES,JUN,0,2023
NEW GURDIAL AGRO INDUSTRIES PVT LTD,JUN,79,2023
NEW HIND AGRO PVT LTD,JUN,2,2023
NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,JUN,2,2023
NEW HOLLAND FIAT INDIA PVT. LTD.,JUN,15,2023
NEW JANTA QUALITY TRAILOR,JUN,0,2023
NEW KISAN ENGINEERING WORKS,JUN,2,2023
NEW MALLIKARJUNA ENG WORKS,JUN,33,2023
NEW MARTHWADA QUALITY TRAILOR,JUN,1,2023
NEW SUPER QUALITY TRAILOR,JUN,2,2023
NEWTON INDIA INDUSTRIES PVT LTD,JUN,0,2023
NGAGE WHEEL PVT LTD,JUN,14,2023
NHD MOTORS,JUN,20,2023
NIBE MOTORS PVT LTD,JUN,0,2023
NIKHIL AGRO ENTERPRISE,JUN,0,2023
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),JUN,12,2023
NIPUN SANYANTRA PVT LTD,JUN,34,2023
NIRMAL UTILITY SERVICES PVT LTD,JUN,1,2023
NISIKI TECHNOLOGIES PVT LTD,JUN,26,2023
NISSAN MOTOR INDIA PVT LTD,JUN,2216,2023
N K INDUSTRIES,JUN,13,2023
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,JUN,200,2023
N.S. AGRO WORKS,JUN,6,2023
NUMEROS MOTORS PVT LTD,JUN,3,2023
OBEN ELECTRIC VEHICLES PVT LTD,JUN,0,2023
OCULUS AUTO INDUSTRIES LLP,JUN,0,2023
ODYSSE ELECTRIC VEHICLES PVT LTD,JUN,14,2023
OGATA MOTORS INDIA PVT LTD,JUN,17,2023
OKAYA EV PVT LTD,JUN,424,2023
OKINAWA AUTOTECH PVT LTD,JUN,2620,2023
OK PLAY INDIA LTD,JUN,14,2023
OLA ELECTRIC TECHNOLOGIES PVT LTD,JUN,17692,2023
OLECTRA GREENTECH LTD,JUN,13,2023
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,JUN,233,2023
OM BALAJI AUTOMOBILES I P LTD,JUN,0,2023
OMEGA CONSTRUCTION EQUIPMENT PVT LTD,JUN,1,2023
OMEGA SALES & AGRO INDUSTRIES,JUN,11,2023
OMEGA SEIKI PVT LTD,JUN,206,2023
OM INDUSTRIES,JUN,0,2023
OMJAY EV LIMITED,JUN,7,2023
OM RAJ AUTOTECH LLP,JUN,98,2023
OM SHREE SAI ENGINEERING,JUN,1,2023
"OM VINAYAK INDUSTRIES,BGH",JUN,0,2023
ORDINANCE FACTORY,JUN,3,2023
OTHERS,JUN,1922,2023
OZOTEC AUTOMOBILE PRIVATE LIMITED,JUN,39,2023
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,JUN,0,2023
PACE AGRO PRIVATE LIMITED,JUN,2,2023
PANESAR AGRICULTURE INDUSTRIES,JUN,1,2023
PANESAR AGRO TECH,JUN,13,2023
PANTHER ELECTRIC VEHICLES,JUN,12,2023
PARAG AGRO,JUN,0,2023
PARAMESWARA ENG. WORKS,JUN,0,2023
PARAMOUNT AUTOMOTIVES,JUN,0,2023
PARAS INDUSTRIES,JUN,281,2023
PARDEEP AGRO INDUSTRIES,JUN,4,2023
PARI E-VEHICLES,JUN,49,2023
PARI METRO E RICKSHAW,JUN,57,2023
PARVEEN AUTO,JUN,6,2023
PATEL INDUSTRIES,JUN,0,2023
PATS MOTOR CORP,JUN,7,2023
PAUL INDUSTRIES,JUN,0,2023
PAUNIYA TRACTORS AND FARM EQUIPMENT PVT LTD,JUN,0,2023
P B NATIONAL AGRICULTURE WORKS,JUN,3,2023
PCA AUTOMOBILES INDIA PVT LTD,JUN,878,2023
PIAGGIO VEHICLES PVT LTD,JUN,8970,2023
PILLING RIG,JUN,0,2023
PINNACLE MOBILITY SOLUTIONS PVT LTD,JUN,0,2023
PLAUDIT TECHNO INDIA PVT LTD,JUN,1,2023
P M DIESELS PVT LTD,JUN,6,2023
PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,JUN,19,2023
PODDAR INDUSTRIES,JUN,1,2023
POLARIS INDIA PVT LTD,JUN,7,2023
POLYHOSE INDIA PRIVATE LIMITED - C E DIVISION,JUN,0,2023
POOSHPAK AUTOMOBILES PVT LTD,JUN,3,2023
PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),JUN,13,2023
PORSCHE AG GERMANY,JUN,46,2023
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,JUN,21,2023
PRABHA AUTOMOTIVE ENGINEERS PVT LTD,JUN,1,2023
PRAGATI AGRICULTURE,JUN,0,2023
PRAGATI ENGINEERING,JUN,0,2023
PRAG MOTORS,JUN,5,2023
PRAGYA AUTOMOBILE PVT LTD,JUN,1,2023
PRAJJWAL MAHAJAN TRADERS,JUN,0,2023
PRAKASH ENTERPRISES,JUN,1,2023
PRAKASH TRAILER,JUN,0,2023
PRASAD AGRICULTURAL PRODUCT,JUN,0,2023
PRASAD AND PRASAD ENG,JUN,0,2023
PREEET AGRO INDUSTRIES PVT LTD,JUN,1,2023
PREET AGRO INDUSTRIES PVT LTD,JUN,211,2023
PREET TRACTORS PVT LTD,JUN,763,2023
PREET TRACTORS PVT. LTD.,JUN,1,2023
PRESTANTIA CREATIONS PVT LTD,JUN,0,2023
PRIDE E-MOTORS,JUN,48,2023
PRINCE AGRO WORKS,JUN,5,2023
PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,JUN,0,2023
PROPEL INDUSTRIES PVT. LTD.,JUN,0,2023
PUBANG ETRON ELECTRIC MOTOR PVT LTD,JUN,1,2023
PUJA ENGINEERING WORKS,JUN,0,2023
PUNJAB AGRICULTURE WORKS,JUN,0,2023
PUNJAB AGRO IMPLEMENTS INDUSTRIES,JUN,6,2023
PUNJAB AGRO INDUSTRIES,JUN,0,2023
PUNJAB BODY BUILDERS,JUN,0,2023
PUNJAB ENGINEERING COMPANY,JUN,5,2023
PUNJAB HI-TECH INDUSTRIES,JUN,9,2023
PUNJAB HYDROLIC & ENGINEERS,JUN,1,2023
PUNJAB TRACTORS LIMITED,JUN,1,2023
PUR ENERGY PVT LTD,JUN,821,2023
PURVA UDYOG PVT LTD,JUN,3,2023
PUSHKAR INDUSTRIES,JUN,2,2023
PVT MAKER,JUN,0,2023
PYTHOX MOTORS PVT LTD,JUN,25,2023
QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),JUN,60,2023
QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),JUN,14,2023
QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),JUN,0,2023
QUALITY ENGINEERING WORK,JUN,0,2023
QUANTUM ENERGY LTD.,JUN,81,2023
R3 ENTERPRISES,JUN,47,2023
RACCOON MOTORS PVT LTD,JUN,3,2023
RADHESHYAM TRAILOR,JUN,1,2023
RAHUL AGRO EXPORTS PVT LTD,JUN,10,2023
RAJA ARTS HITECH ENGINEERING,JUN,1,2023
"RAJA RANEE AGRO E WORKS,ANGL",JUN,0,2023
RAJ AUTOMOTIVE,JUN,0,2023
RAJESH STEEL AND WIRE INDUSTRIES,JUN,0,2023
RAMA ENGINEERING WORKS,JUN,0,2023
RAM AGRO INDUSTRIES,JUN,26,2023
RAMA INDUSTRIES,JUN,0,2023
RAMAN AGRO INDUSTRIES,JUN,0,2023
RAM CHAND & SONS,JUN,8,2023
RAMGARHIA ENGG WORKS,JUN,8,2023
RAMJI AGRO INDUSTRIES,JUN,2,2023
RAM JI ENGINEERING WORKS,JUN,6,2023
RAMON INDUSTRIES,JUN,14,2023
RANA ENGINEER WORKS,JUN,28,2023
RANI TRAILER,JUN,0,2023
RASANDIK ENGINEERING INDUSTRIES INDIA LTD,JUN,5,2023
RASIWASIA RASAYAN PVT LTD,JUN,0,2023
RATAN ENGINEERING WORKS,JUN,0,2023
RATNA ENGINEERING ENTERPRISES,JUN,0,2023
RAVI METAL WORKS,JUN,0,2023
RAVINDRA AGRO WORKS,JUN,0,2023
